918289	  583.7	  489.2	  935.0	  585.5	  507.8	  913.0	    0.0	.....
918290	  585.3	  489.6	  934.0	  586.5	  507.7	  913.0	    0.0	.....
918291	  587.8	  489.6	  931.0	  587.8	  506.5	  913.0	    0.0	.....
918292	  590.3	  489.7	  928.0	  590.3	  505.2	  913.0	    0.0	.....
918293	  593.1	  489.4	  925.0	  592.6	  502.8	  912.0	    0.0	.....
918294	  596.4	  488.7	  924.0	  595.2	  500.7	  911.0	    0.0	.....
918295	  598.3	  487.7	  923.0	  597.7	  497.8	  911.0	    0.0	.....
918296	  600.5	  487.0	  923.0	  599.4	  496.4	  911.0	    0.0	.....
918297	  601.6	  486.2	  922.0	  601.2	  495.2	  911.0	    0.0	.....
918298	  602.1	  485.7	  921.0	  602.0	  494.4	  911.0	    0.0	.....
918299	  601.9	  485.1	  919.0	  602.3	  493.7	  908.0	    0.0	.....
918300	  601.6	  485.2	  917.0	  602.0	  493.1	  905.0	    0.0	.....
918301	  600.8	  485.1	  915.0	  601.5	  492.8	  903.0	    0.0	.....
918302	  599.9	  485.0	  915.0	  601.0	  492.5	  903.0	    0.0	.....
918303	  598.9	  484.9	  915.0	  600.4	  492.2	  902.0	    0.0	.....
918304	  597.7	  484.8	  915.0	  599.5	  492.0	  899.0	    0.0	.....
918305	  596.5	  484.8	  914.0	  598.7	  491.8	  895.0	    0.0	.....
918306	  595.3	  484.8	  913.0	  597.5	  492.2	  892.0	    0.0	.....
918307	  594.1	  485.0	  912.0	  596.5	  492.8	  890.0	    0.0	.....
918308	  593.0	  485.3	  911.0	  595.7	  493.6	  889.0	    0.0	.....
918309	  592.1	  485.4	  910.0	  595.3	  493.8	  889.0	    0.0	.....
918310	  592.1	  485.9	  909.0	  595.2	  493.9	  886.0	    0.0	.....
918311	  591.9	  486.3	  909.0	  595.1	  493.8	  884.0	    0.0	.....
918312	  592.6	  486.6	  909.0	  595.1	  493.8	  882.0	    0.0	.....
918313	  593.3	  486.7	  908.0	  595.0	  493.8	  881.0	    0.0	.....
918314	  594.0	  486.9	  908.0	  595.1	  493.7	  881.0	    0.0	.....
918315	  593.8	  486.9	  908.0	  595.2	  493.7	  879.0	    0.0	.....
918316	  593.7	  486.6	  907.0	  595.3	  493.1	  876.0	    0.0	.....
918317	  594.2	  486.3	  905.0	  596.1	  492.5	  873.0	    0.0	.....
918318	  594.7	  486.9	  903.0	  596.8	  492.5	  872.0	    0.0	.....
918319	  595.2	  487.5	  903.0	  596.8	  493.3	  871.0	    0.0	.....
918320	  595.4	  487.8	  904.0	  595.8	  494.2	  870.0	    0.0	.....
918321	  595.5	  487.4	  906.0	  595.0	  494.1	  869.0	    0.0	.....
918322	  595.9	  487.0	  907.0	  595.0	  493.7	  869.0	    0.0	.....
918323	  596.0	  486.9	  906.0	  595.1	  493.4	  869.0	    0.0	.....
918324	  595.7	  487.2	  904.0	  595.2	  493.7	  869.0	    0.0	.....
918325	  595.2	  487.4	  902.0	  595.1	  494.0	  868.0	    0.0	.....
918326	  594.8	  487.5	  902.0	  595.0	  494.3	  866.0	    0.0	.....
918327	  595.0	  487.6	  901.0	  594.9	  494.3	  865.0	    0.0	.....
918328	  595.1	  487.9	  900.0	  594.9	  494.8	  862.0	    0.0	.....
918329	  595.1	  488.2	  899.0	  594.9	  495.2	  859.0	    0.0	.....
918330	  594.7	  488.3	  898.0	  594.9	  495.6	  856.0	    0.0	.....
918331	  594.3	  488.3	  897.0	  594.9	  495.6	  855.0	    0.0	.....
918332	  593.8	  488.2	  895.0	  594.7	  495.6	  855.0	    0.0	.....
918333	  593.6	  488.1	  894.0	  594.6	  495.6	  855.0	    0.0	.....
918334	  593.5	  487.9	  894.0	  594.6	  495.7	  855.0	    0.0	.....
918335	  593.6	  488.1	  894.0	  594.8	  495.6	  854.0	    0.0	.....
918336	  594.0	  488.3	  893.0	  594.9	  495.6	  851.0	    0.0	.....
918337	  594.1	  488.6	  892.0	  594.9	  495.5	  849.0	    0.0	.....
918338	  594.0	  488.2	  891.0	  595.0	  495.6	  845.0	    0.0	.....
918339	  594.0	  487.9	  890.0	  595.1	  495.7	  843.0	    0.0	.....
918340	  594.0	  487.5	  889.0	  595.2	  495.8	  841.0	    0.0	.....
918341	  594.3	  487.7	  888.0	  595.6	  495.8	  842.0	    0.0	.....
918342	  594.5	  487.6	  888.0	  595.8	  496.0	  841.0	    0.0	.....
918343	  594.3	  487.6	  889.0	  595.6	  496.3	  838.0	    0.0	.....
918344	  593.9	  487.6	  889.0	  595.2	  496.7	  836.0	    0.0	.....
918345	  593.7	  487.6	  888.0	  594.6	  496.9	  838.0	    0.0	.....
918346	  593.8	  487.6	  887.0	  594.5	  497.0	  839.0	    0.0	.....
918347	  593.9	  487.5	  885.0	  594.8	  497.2	  839.0	    0.0	.....
918348	  593.9	  487.7	  884.0	  595.2	  497.3	  836.0	    0.0	.....
918349	  593.9	  488.0	  884.0	  595.6	  497.4	  834.0	    0.0	.....
918350	  593.4	  488.2	  883.0	  595.6	  497.4	  833.0	    0.0	.....
918351	  592.9	  488.2	  882.0	  595.5	  497.3	  832.0	    0.0	.....
